食譜名稱,食譜食材,食譜網址,圖片網址
芹菜炒牛蒡甜不辣,"牛蒡甜不辣 四片, 芹菜 一把, 蒜頭 三瓣, 鹽 適量, 醬油 隨意",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12238793-%E8%8A%B9%E8%8F%9C%E7%82%92%E7%89%9B%E8%92%A1%E7%94%9C%E4%B8%8D%E8%BE%A3,https://cookpad.com/tw/recipe/images/6d2d82ff61cf5250
日式美乃滋味噌杏鮑菇,"杏鮑菇 2 根, 日式美乃滋 2 小匙, 味噌 2 小匙",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12205224-%E6%97%A5%E5%BC%8F%E7%BE%8E%E4%B9%83%E6%BB%8B%E5%91%B3%E5%99%8C%E6%9D%8F%E9%AE%91%E8%8F%87,https://cookpad.com/tw/recipe/images/f9a0cf1e7d6e1e79
花生醬餅乾,"花生醬 200 g, 蛋 1 顆, 糖 40 g, 中筋麵粉 30 g",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12238530-%E8%8A%B1%E7%94%9F%E9%86%AC%E9%A4%85%E4%B9%BE,https://cookpad.com/tw/recipe/images/7ecd9f83b63657b5
深巧克力布朗尼,"黑巧克力75%，200克, 無鹽奶油80克, 雞蛋3顆, 糖30克, 鮮奶油100ml, 低筋麵粉10克",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12238201-%E6%B7%B1%E5%B7%A7%E5%85%8B%E5%8A%9B%E5%B8%83%E6%9C%97%E5%B0%BC,https://cookpad.com/tw/recipe/images/140af8636089b8e1
清炒義大利麵,"紅椒 半顆, 黃椒 半顆, 蘑菇 三朵, 義大利麵 100 克, 調味, 鹽, 蒜頭 3 瓣, 白酒, 胡椒",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12238025-%E6%B8%85%E7%82%92%E7%BE%A9%E5%A4%A7%E5%88%A9%E9%BA%B5,https://cookpad.com/tw/recipe/images/7382317b24119b55
酸脆小黃瓜,"小黃瓜400公克, 玻璃罐一個, 醃醬:醬油80cc,糯米醋72cc,糖72克",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12237839-%E9%85%B8%E8%84%86%E5%B0%8F%E9%BB%83%E7%93%9C,https://cookpad.com/tw/recipe/images/a6b595a5c81bb9a9
快靚正懶人料理‧家常菜,"高湯蒸蛋, 原味高湯 1 罐, 雞蛋 4 顆, 燒烤肉醬蘑菇豬肉片, 火鍋豬肉片 約12片, 蘑菇 適量, 燒烤肉醬 適量 （購於好市多）, 燙A菜, A菜 約2顆, 蠔油 適量",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12237921-%E5%BF%AB%E9%9D%9A%E6%AD%A3%E6%87%B6%E4%BA%BA%E6%96%99%E7%90%86%E2%80%A2%E5%AE%B6%E5%B8%B8%E8%8F%9C,https://cookpad.com/tw/recipe/images/d5f4a8e69019c9f5
韓式泡菜煎餅,"粉漿, 中筋麵粉半杯, 酥炸粉四分之一杯, 冰水四分之三杯, 鹽巴, 雞蛋1顆, 餡料, 泡菜, 高麗菜段, 鮪魚罐頭, 蒜末",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12237350-%E9%9F%93%E5%BC%8F%E6%B3%A1%E8%8F%9C%E7%85%8E%E9%A4%85,https://cookpad.com/tw/recipe/images/bc546e13999bc5b6
氣炸‧超簡易烤布丁,"義美布丁 1 個, 酥皮 1 張",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12237256-%E6%B0%A3%E7%82%B8%E2%80%A2%E8%B6%85%E7%B0%A1%E6%98%93%E7%83%A4%E5%B8%83%E4%B8%81,https://cookpad.com/tw/recipe/images/9d3cf93f4c4fce09
味噌旗魚,"旗魚肉片 2 片, 醃料比例1：1：1如下, 味噌 1 大匙, 味醂 1 大匙, 冷開水 1 大匙, 橄欖油 1 大匙",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12236956-%E5%91%B3%E5%99%8C%E6%97%97%E9%AD%9A,https://cookpad.com/tw/recipe/images/61f52d40d4a8bae8
基礎鹹派皮 Homemade Pie Crust,"中筋麵粉 150 克, 無鹽牛油/奶油 75 克, 蛋黃 1 個, 清水 2 湯匙, 鹽 1/2 茶匙, 蛋液 適量",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12236772-%E5%9F%BA%E7%A4%8E%E9%B9%B9%E6%B4%BE%E7%9A%AE-homemade-pie-crust,https://cookpad.com/tw/recipe/images/0ae14a6c4132ec38
焦糖雞蛋布丁【烤箱/電鍋-兩種做法】,"雞蛋 2 顆, 牛奶 230 毫升, 砂糖 (布丁液用) 40 克, 香草精 1 小匙, 砂糖 (焦糖漿用) 30 克, 水 (1) 15 毫升, 水 (2) 30 毫升, 耐熱容器 數個, 鋁箔紙 (剪成比容器口大一點) 數張",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12236481-%E7%84%A6%E7%B3%96%E9%9B%9E%E8%9B%8B%E5%B8%83%E4%B8%81%E7%83%A4%E7%AE%B1%E9%9B%BB%E9%8D%8B-%E5%85%A9%E7%A8%AE%E5%81%9A%E6%B3%95,https://cookpad.com/tw/recipe/images/20d49605f8f759bf
涼拌油蔥雞,"鴻禧菇 1 包, 花椰菜 少許, 竹筍 少許, 小黃瓜 2 根, 油蔥雞 半隻, 薑絲 少許, 油蔥雞蔥油 1 大匙, 白胡椒鹽 1 大匙",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/10577024-%E6%B6%BC%E6%8B%8C%E6%B2%B9%E8%94%A5%E9%9B%9E,https://cookpad.com/tw/recipe/images/f1ec77f045b3aa25
牛油果奶昔,"個牛油果 1, 鮮奶 250 毫升, 適量糖",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12236216-%E7%89%9B%E6%B2%B9%E6%9E%9C%E5%A5%B6%E6%98%94,https://cookpad.com/tw/recipe/images/0d305abb58ec6bc3
起士烤豆腐,"嫩豆腐 1 盒, 豬絞肉 80 g, 洋蔥碎 70 g, 莫札瑞拉起士絲 50 g, 帕馬森起士粉 2 大匙, 青花筍 一些, 蛋 2 個, 牛奶 60 cc, 鹽、胡椒 適量",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12235826-%E8%B5%B7%E5%A3%AB%E7%83%A4%E8%B1%86%E8%85%90,https://cookpad.com/tw/recipe/images/ebe1fe378df7dd25
起司鮪魚烤飯。小朋友的營養早餐,"白飯約二至三碗, 鮪魚罐一罐, 焗烤乳酪絲",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12235763-%E8%B5%B7%E5%8F%B8%E9%AE%AA%E9%AD%9A%E7%83%A4%E9%A3%AF%E5%B0%8F%E6%9C%8B%E5%8F%8B%E7%9A%84%E7%87%9F%E9%A4%8A%E6%97%A9%E9%A4%90,https://cookpad.com/tw/recipe/images/228bbcfb08b8c38f
繽紛燻鮭蔬果拼盤,"全聯美式漢堡 1 個, 燻鮭魚 3 片, 雞蛋 1 顆, 芋頭 一顆, 鮮奶油 適量, 生菜 、花椰菜 適量, 蘋果(自己喜歡的水果) 適量, 餅乾 1 片",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12235614-%E7%B9%BD%E7%B4%9B%E7%87%BB%E9%AE%AD%E8%94%AC%E6%9E%9C%E6%8B%BC%E7%9B%A4,https://cookpad.com/tw/recipe/images/765017fc8a3bdf99
戚風蛋糕,"低筋麵粉292g, 蛋黃269g, 沙拉油（融化奶油）100g, 砂糖二103g, 水（鮮奶）132g, 蛋白535g, 砂糖234g, 發粉3g, 鹽2g, 香草粉1g, 塔塔粉1g",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12235262-%E6%88%9A%E9%A2%A8%E8%9B%8B%E7%B3%95,https://cookpad.com/tw/recipe/images/f5f88df616a002f7
章魚烘蛋,"雞蛋四顆, 鹽、白胡椒鹽 適量, 米酒一小匙, 味霖(或砂糖) 一小匙, 麻油 四五滴, 韓式海苔 一包, 蔥 一根 切成蔥花, 蔬菜油 三大匙",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12235565-%E7%AB%A0%E9%AD%9A%E7%83%98%E8%9B%8B,https://cookpad.com/tw/recipe/images/ed52abbace019090
黑糖薑汁栗子地瓜湯（電鍋版）,"地瓜 1-2 條, 熟栗子 數顆, 薑片 2-3 片, 黑糖 適量, 砂糖 適量",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12235517-%E9%BB%91%E7%B3%96%E8%96%91%E6%B1%81%E6%A0%97%E5%AD%90%E5%9C%B0%E7%93%9C%E6%B9%AF%E9%9B%BB%E9%8D%8B%E7%89%88,https://cookpad.com/tw/recipe/images/59024f9e9c31338b
紅豆抹茶軟式薄餅,"鬆餅粉 20 g, 雞蛋 1 顆, 抹茶粉 2 g, 紅豆泥或者自己喜歡的抹醬 適量",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12235393-%E7%B4%85%E8%B1%86%E6%8A%B9%E8%8C%B6%E8%BB%9F%E5%BC%8F%E8%96%84%E9%A4%85,https://cookpad.com/tw/recipe/images/a3c500378b11c452
蕃茄牛肉麵,"帶骨牛肉（建議用牛腱）一盒, 紅蘿蔔 一條, 洋蔥 一顆, 番茄 2 顆, 蔥 兩支, 薑 六片, 辣椒 一小條, 辣豆瓣醬 一匙半, 醬油 70 ml, 米酒 40 ml, 冰糖 一匙（可省略）",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12235357-%E8%95%83%E8%8C%84%E7%89%9B%E8%82%89%E9%BA%B5,https://cookpad.com/tw/recipe/images/86bad810d23f4243
樹籽炒水蓮,"水蓮 1 把, 樹籽連湯汁 12 顆, 薑絲 適量, 米酒 少許, 鹽巴 少許, 雞粉 少許",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12235228-%E6%A8%B9%E7%B1%BD%E7%82%92%E6%B0%B4%E8%93%AE,https://cookpad.com/tw/recipe/images/8ebf738c7c6c2a03
炸蒜片（含影音）,"蒜頭 7 顆, 鹽巴 少許, 油 100 ml",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12222929-%E7%82%B8%E8%92%9C%E7%89%87%E5%90%AB%E5%BD%B1%E9%9F%B3,https://cookpad.com/tw/recipe/images/668b5dda34b90dec
BB食譜 蛋蛋的厚片,"雞蛋1個, 厚片吐司一片, 橄欖油 適量",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11938203-bb%E9%A3%9F%E8%AD%9C-%E8%9B%8B%E8%9B%8B%E7%9A%84%E5%8E%9A%E7%89%87,https://cookpad.com/tw/recipe/images/d941c5b0489f4b65
當歸素鴨肉湯,"乾素肉塊390克, 素竹輪300克, 素鴨肉一包, 當歸中藥材（中藥房買）",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/11930734-%E7%95%B6%E6%AD%B8%E7%B4%A0%E9%B4%A8%E8%82%89%E6%B9%AF,https://cookpad.com/tw/recipe/images/65789a7b31a9490c
泡菜味噌炒烏冬,"烏冬 1 個, 泡菜 適量, 洋蔥 1/4 個, 雪白菇 1/2 個, 味噌 1/2 湯匙, 味醂 1 湯匙",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12235043-%E6%B3%A1%E8%8F%9C%E5%91%B3%E5%99%8C%E7%82%92%E7%83%8F%E5%86%AC,https://cookpad.com/tw/recipe/images/45b9c7f258363285
豆包蔬食便當,"#豆包菜捲材料, 豆包五片, 黑木耳95克, 金珍菇78克, 紅蘿蔔59克, 醜豆60克, 豆干172克, 蕃茄醬二匙, 白醋一匙, 冰糖一匙, 水半杯, #清燙大白菜素排骨酥, 白菜適量, 排骨酥適量, 香菇精適量, 香油少許",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12233403-%E8%B1%86%E5%8C%85%E8%94%AC%E9%A3%9F%E4%BE%BF%E7%95%B6,https://cookpad.com/tw/recipe/images/74a996e21a2ed06b
麻糬芝士波波,"糯米粉 100 g, 木薯粉 20 g, 芝士粉 40 g, 糖 少量, 鹽 少量, 芝士碎 (40g+60g) 100 g, 無鹽牛油 40 g, 雞蛋 1 隻, 牛奶 70 ml",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12235079-%E9%BA%BB%E7%B3%AC%E8%8A%9D%E5%A3%AB%E6%B3%A2%E6%B3%A2,https://cookpad.com/tw/recipe/images/e4d8f6a2c557605f
花椰菜蘑菇烘蛋,"蘑菇6顆（切片）, 花椰菜一小把（撕小塊）, 蛋3顆",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12235060-%E8%8A%B1%E6%A4%B0%E8%8F%9C%E8%98%91%E8%8F%87%E7%83%98%E8%9B%8B,https://cookpad.com/tw/recipe/images/cc86d12e71c8705b
香蒜鮮菇義大利麵,"食材~義大利麵50元硬幣大小1把、洋蔥絲半顆、、玉米筍4-5支、美白菇、鴻禧菇各1包、燙好椰菜, 調味料~小磨坊香蒜粒和義式香料適量、小磨坊香蒜油適量、鹽適量、溫開水80CC",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12234990-%E9%A6%99%E8%92%9C%E9%AE%AE%E8%8F%87%E7%BE%A9%E5%A4%A7%E5%88%A9%E9%BA%B5,https://cookpad.com/tw/recipe/images/9197599abf88582d
韓式泡菜豆腐湯,"蔥 1 小把, 豆腐 1 盒, 豬絞肉 1 盒, 泡菜 1 碗, 高湯 1 罐, 辣醬 1 大匙, 醬油 2 大匙, 香油 1.5 大匙, 糖 0.5 小匙",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12234937-%E9%9F%93%E5%BC%8F%E6%B3%A1%E8%8F%9C%E8%B1%86%E8%85%90%E6%B9%AF,https://cookpad.com/tw/recipe/images/e73f5b56a0185ce1
不用烤箱的西班牙蔬食馬鈴薯烘蛋,"雞蛋 4 顆, 馬鈴薯 1 顆, 紅蘿蔔 適量, 花椰菜 適量, 黃瓜 適量, 番茄 適量, 洋蔥 適量, 起司、乳酪 適量, 橄欖油 適量, 黑胡椒 依據個人喜好添加, 鹽 依據個人喜好添加",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12234587-%E4%B8%8D%E7%94%A8%E7%83%A4%E7%AE%B1%E7%9A%84%E8%A5%BF%E7%8F%AD%E7%89%99%E8%94%AC%E9%A3%9F%E9%A6%AC%E9%88%B4%E8%96%AF%E7%83%98%E8%9B%8B,https://cookpad.com/tw/recipe/images/74f89a356d8515e9
和風蔬果沙拉,"牛番茄 1 顆, 火焰萵苣 100 克, 水煮蛋 1 顆, 蘋果 1 顆, 調味料：, 和風醬 適量",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12234369-%E5%92%8C%E9%A2%A8%E8%94%AC%E6%9E%9C%E6%B2%99%E6%8B%89,https://cookpad.com/tw/recipe/images/108c98350831398f
自製天然香草精 Homemade Vanilla Essence,"香草莢20條, 伏特加600-800公克",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12231683-%E8%87%AA%E8%A3%BD%E5%A4%A9%E7%84%B6%E9%A6%99%E8%8D%89%E7%B2%BE-homemade-vanilla-essence,https://cookpad.com/tw/recipe/images/f96002ca029f1b16
香腸奶油焗烤燉飯,"奶油白醬塊一塊, 飯一碗, 乳酪絲, 香菇, 蔬菜（看喜好, 牛奶200cc, 黑胡椒適量, 香腸一條",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12234197-%E9%A6%99%E8%85%B8%E5%A5%B6%E6%B2%B9%E7%84%97%E7%83%A4%E7%87%89%E9%A3%AF,https://cookpad.com/tw/recipe/images/733981e7b3832126
高麗菜嬰炒菇&玉米筍,"高麗菜嬰, 菇, 玉米筍, 薑絲, 大蒜",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12225248-%E9%AB%98%E9%BA%97%E8%8F%9C%E5%AC%B0%E7%82%92%E8%8F%87%E7%8E%89%E7%B1%B3%E7%AD%8D,https://cookpad.com/tw/recipe/images/4edeeed77c59b9a7
沙茶蔬菜羹,"中型白蘿蔔 1 條, 高麗菜 1/4, 玉米 1 條, 油豆腐 10 個, 素干貝羹 20 個, 鹽糖, 調味粉, 素沙茶, 烏醋, 香油, 胡椒粉",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12234191-%E6%B2%99%E8%8C%B6%E8%94%AC%E8%8F%9C%E7%BE%B9,https://cookpad.com/tw/recipe/images/b3f96606bfe8bfea
皮蛋蒼蠅頭（老菜新po),"絞肉150公克, 韭菜花300公克, 皮蛋2顆, 蒜1瓣",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12199039-%E7%9A%AE%E8%9B%8B%E8%92%BC%E8%A0%85%E9%A0%AD%E8%80%81%E8%8F%9C%E6%96%B0po,https://cookpad.com/tw/recipe/images/20704e03ce66753b
全聯食譜之爸爸回家做晚飯-紅酒香料燉牛肉,"澳洲牛肩里肌牛排 1 片, 球芽甘藍 20 顆, 國產鳳梨(切片) 5 片, 洋蔥(切塊) 1 顆, 馬鈴薯(切塊) 1 顆, 調味料, 紅酒 1 杯, 海鹽 5 g, 黑胡椒 5 g, 迷迭香 10 g, 百里香 10 g, 橄欖油 1 匙, 雞高湯 1.5 杯, 番茄糊 15 g",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12233797-%E5%85%A8%E8%81%AF%E9%A3%9F%E8%AD%9C%E4%B9%8B%E7%88%B8%E7%88%B8%E5%9B%9E%E5%AE%B6%E5%81%9A%E6%99%9A%E9%A3%AF-%E7%B4%85%E9%85%92%E9%A6%99%E6%96%99%E7%87%89%E7%89%9B%E8%82%89,https://cookpad.com/tw/recipe/images/c822e8415f1cab7d
全聯食譜之爸爸回家做晚飯 - 嫩煎雞胸肉,"雞胸肉(去皮) 1 片, 優質蛋白 1 顆, 綠蘆筍 半把, 球芽甘藍 30 g, 螺陽菠菜 40 g, 調味料, 海鹽 5 g, 紅椒粉 6 g, 黑胡椒 5 g, 義式香料 少許, 橄欖油 少許",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12233780-%E5%85%A8%E8%81%AF%E9%A3%9F%E8%AD%9C%E4%B9%8B%E7%88%B8%E7%88%B8%E5%9B%9E%E5%AE%B6%E5%81%9A%E6%99%9A%E9%A3%AF-%E5%AB%A9%E7%85%8E%E9%9B%9E%E8%83%B8%E8%82%89,https://cookpad.com/tw/recipe/images/bcacd5a01e9c88e6
白菜肉丸粉絲煲,"白菜一顆, 粉絲三小把泡水, 絞肉50元, 香菇切絲，蝦米少許, 醬油，米酒，胡椒鹽",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12233697-%E7%99%BD%E8%8F%9C%E8%82%89%E4%B8%B8%E7%B2%89%E7%B5%B2%E7%85%B2,https://cookpad.com/tw/recipe/images/0bf5516226e55b2b
(氣炸鍋料理)肉肉包你,"杏包菇三根(切十字), 芝麻少許, 醬油, 香油, 砂糖, 玉米筍3條對半切, 洋蔥半顆",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12233379-%E6%B0%A3%E7%82%B8%E9%8D%8B%E6%96%99%E7%90%86%E8%82%89%E8%82%89%E5%8C%85%E4%BD%A0,https://cookpad.com/tw/recipe/images/b31bef770659685e
照燒雞腿佐四季豆炒蛋便當,"雞腿肉 100 克, 醬油 5 克, 蒜頭 5 克, 醬油膏 4 克, 番茄醬 4 克, 洋蔥 10 克, 四季豆 40 克, 蛋 3 顆",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12233250-%E7%85%A7%E7%87%92%E9%9B%9E%E8%85%BF%E4%BD%90%E5%9B%9B%E5%AD%A3%E8%B1%86%E7%82%92%E8%9B%8B%E4%BE%BF%E7%95%B6,https://cookpad.com/tw/recipe/images/bc49da9762c0917a
食煮#24 《奶油煙燻鮭魚義大利麵》,"煙燻鮭魚 1/2 包, 洋蔥 1/4 顆, 波菜 1 小把, 義大利鳥巢麵 1 人份, 黑胡椒 適量, 鹽 適量, 鮮奶油 1/3 碗, 無鹽奶油 1 匙, 羅勒葉 適量, 橄欖油 適量, 煮麵水 3-4 大匙",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12232903-%E9%A3%9F%E7%85%AE24-%E5%A5%B6%E6%B2%B9%E7%85%99%E7%87%BB%E9%AE%AD%E9%AD%9A%E7%BE%A9%E5%A4%A7%E5%88%A9%E9%BA%B5,https://cookpad.com/tw/recipe/images/246a12b951bc61e3
蔬菜玉子燒便當,"雞蛋 3 顆, 高麗菜 適量, 紅蘿蔔 少許, 木耳 少許, 蒜末 少許, 調味：鹽、胡椒粉",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12233181-%E8%94%AC%E8%8F%9C%E7%8E%89%E5%AD%90%E7%87%92%E4%BE%BF%E7%95%B6,https://cookpad.com/tw/recipe/images/70571620a465f80c
【共食團】好彩頭蘿蔔糕,"白蘿蔔：水：在來米粉=2：1.5：1 (口感適中，成功率超高), 白蘿蔔：水：在來米粉=2：2：1 (口感偏軟，做起來要放一陣子), 鹽 少許, 胡椒粉 少許",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12232856-%E5%85%B1%E9%A3%9F%E5%9C%98%E5%A5%BD%E5%BD%A9%E9%A0%AD%E8%98%BF%E8%94%94%E7%B3%95,https://cookpad.com/tw/recipe/images/53deeb09148fd53f
牛大力土茯苓粉葛去濕湯,"牛大力一條, 土茯苓一個, 粉葛 一個, 赤小豆15g, 扁豆15g, 蜜棗3粒, 豬骨1斤, 甘蔗2小支（可加可不加), 水3000ml",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12232597-%E7%89%9B%E5%A4%A7%E5%8A%9B%E5%9C%9F%E8%8C%AF%E8%8B%93%E7%B2%89%E8%91%9B%E5%8E%BB%E6%BF%95%E6%B9%AF,https://cookpad.com/tw/recipe/images/1fd2c6958cc03469
和風炒牛蒡絲,"牛蒡 1 支, 紅蘿蔔 30 克, 熟白芝麻 適量, 調味料, 日式醬油 1 大匙, 鰹魚粉 適量",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12196440-%E5%92%8C%E9%A2%A8%E7%82%92%E7%89%9B%E8%92%A1%E7%B5%B2,https://cookpad.com/tw/recipe/images/7e3ad6a06a37b7fc
卡士達醬,"牛奶300克, 蛋黃60, 糖60, 麵粉（玉米粉）30克, 香草莢醬1tps, 奶油15",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12232043-%E5%8D%A1%E5%A3%AB%E9%81%94%E9%86%AC,https://cookpad.com/tw/recipe/images/3c3191203d282da0
Taiwanese Green Mango Pickle 情人果,"土芒果 2 斤, 白砂糖 1 斤, 二砂 適量, 鹽 3 大匙",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12231937-taiwanese-green-mango-pickle-%E6%83%85%E4%BA%BA%E6%9E%9C,https://cookpad.com/tw/recipe/images/0036486ad034e714
蒜味奶油印度烤餅,"自發麵粉(self-raising flour) 400 克, 原味優格 380 克, 香菜（裝飾用） 適量, 大蒜奶油, 無鹽奶油 25 克, 蒜末 2 瓣, 荷蘭芹 （Parsley) 適量, 鹽 少許",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12231734-%E8%92%9C%E5%91%B3%E5%A5%B6%E6%B2%B9%E5%8D%B0%E5%BA%A6%E7%83%A4%E9%A4%85,https://cookpad.com/tw/recipe/images/5c3f307979e06bb3
【夯飲】抹茶奶蓋,"動物性鮮奶油 100 毫升, 砂糖 1 茶匙, 抹茶粉 1 茶匙, 牛奶 適量",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12206066-%E5%A4%AF%E9%A3%B2%E6%8A%B9%E8%8C%B6%E5%A5%B6%E8%93%8B,https://cookpad.com/tw/recipe/images/a645edcdf94e0886
《當季美食》韭菜蛋,"韭菜 1 把, 雞蛋 3 顆, 鹽 1 茶匙",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12218203-%E7%95%B6%E5%AD%A3%E7%BE%8E%E9%A3%9F%E9%9F%AD%E8%8F%9C%E8%9B%8B,https://cookpad.com/tw/recipe/images/b93d66211f8904b4
日式可樂餅(少油吃法）,"馬鈴薯 4個（小顆）, 洋蔥 1/2 個, 混合或單一絞肉 160g（依喜好任選豬、牛或雞肉）, 玉米粒40g, 起司片2片, 鹽 1 小匙, 胡椒粉 少許, 沙拉油 1, 炸粉, 蛋 1/2個 + 水 1/2大匙 =蛋液, 麵包粉 1/2 杯, 低筋麵粉1大匙, 炸油 適量",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12230959-%E6%97%A5%E5%BC%8F%E5%8F%AF%E6%A8%82%E9%A4%85%E5%B0%91%E6%B2%B9%E5%90%83%E6%B3%95,https://cookpad.com/tw/recipe/images/52da9fede2e0acc9
簡易版低糖檸檬乳酪塔蛋糕,"奶油乳酪500克, 糖100克, 牛奶150毫升, 檸檬汁50cc, 蛋5顆, 低筋麵粉80克, 裝飾奶油, 泡打粉15克, 消化餅10片, 無鹽奶油50克",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12230962-%E7%B0%A1%E6%98%93%E7%89%88%E4%BD%8E%E7%B3%96%E6%AA%B8%E6%AA%AC%E4%B9%B3%E9%85%AA%E5%A1%94%E8%9B%8B%E7%B3%95,https://cookpad.com/tw/recipe/images/cdff7c08763b621b
日式煎炸雞肉,"調味料, 胡椒鹽 適量, 食材, 蛋 1 顆, 中筋麵粉 適量, 麵包粉 適量, 雞胸肉片 1 盒",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12230120-%E6%97%A5%E5%BC%8F%E7%85%8E%E7%82%B8%E9%9B%9E%E8%82%89,https://cookpad.com/tw/recipe/images/3be5db07c8b8ea65
蕃茄洋蔥鹹水雞,"雞腿2支(去皮較不油), 紫洋蔥1顆, 小蕃茄5~6粒, 小黃瓜1條, 玉米筍8~10根, 水500cc加鹽25g.作鹽滷水, 香料:花椒3g.八角2顆.香葉2片.薑5g.蔥5~7根, 調味料:糖1t.鹽2t.白胡椒粉2t.芝麻香油2t",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12229444-%E8%95%83%E8%8C%84%E6%B4%8B%E8%94%A5%E9%B9%B9%E6%B0%B4%E9%9B%9E,https://cookpad.com/tw/recipe/images/231e40a966c25db6
芒果糯米飯。,"糯米 一斤, 班蘭葉 五片, 芒果 兩個, 椰汁 一罐, 冰糖 適量, 鹽 少許",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12193720-%E8%8A%92%E6%9E%9C%E7%B3%AF%E7%B1%B3%E9%A3%AF,https://cookpad.com/tw/recipe/images/22068635343d4d76
高麗菜餅,"燙麵, 中筋麵粉, 熱水, 冷水, 鹽巴, 沙拉油, 內餡, 高麗菜, 韭菜",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12229356-%E9%AB%98%E9%BA%97%E8%8F%9C%E9%A4%85,https://cookpad.com/tw/recipe/images/76322aec1ebdaca1
韓式烤五花肉,"萵苣生菜, 蒜片, 杏鮑菇, 青蔥, 五花肉, 現成泡菜, 調味料, 鹽巴, 香油, 辣椒粉, 黑胡椒粉",https://cookpad.com/tw/%E9%A3%9F%E8%AD%9C/12229297-%E9%9F%93%E5%BC%8F%E7%83%A4%E4%BA%94%E8%8A%B1%E8%82%89,https://cookpad.com/tw/recipe/images/5585befb84d1cb7f
